id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,funniness_average
804052505428639744,"—Bienvenido a los X-Men, ¿cuál es tu poder? 
—Creo regresaré con mi Ex
—Muy bien, te llamaremos «Bestia».",1,0,2,2,0,1,0,2.0
879516756972273664,Tomar champaña después de lavarse los dientes. Mas rico,0,3,0,0,0,0,0,NULL
836097315639345153,"Soy La La Land en el amor.

#Oscars",0,3,0,0,0,0,0,NULL
828306518281908224,"No se si estoy cruda, peda, viva, arriba, abajo, cintura sola, la media vuelta, despacito, quiero respirar tu cuello deeeees pa ci to.",0,3,0,0,0,0,0,NULL
792432498034606080,Me acelera el corazón cada vez que siento adrenalina #ConChecoEnInfinitum,0,3,0,0,0,0,0,NULL
965773367453388800,"Otra vez me estaba sintiendo lindo y pum, nuevamente todo al piso xdxd",0,3,0,0,0,0,0,NULL
953462194750083072,"–¿Tiene pastillas para la diarrea? –No. –Ok, deme un rollo de papel higiénico :(",1,0,1,1,2,1,0,2.6
965730841421807622,Vengo de ver Fifty Shades Freed y tengo senimienos encontrados.,0,3,0,0,0,0,0,NULL
353491074771197953,"Que te pongan una vacuna y gritar: ""La base de datos de virus ha sido actualizada""",1,1,3,6,1,0,1,2.090909090909091
365618789150228483,"Te pienso en 3D. —""D""espierto —""D""ormido —""D""onde sea.",0,3,0,0,0,0,0,NULL
965770582452310017,"+quiero un 00:00?
- y yo quiero que te vallas ala concha de tu madre.",1,1,4,0,0,0,0,1.0
286984350371807232,"—Hola linda, ¿Por qué tan sola? —Es que me vine a tirar un pedo.",1,1,3,4,2,0,0,1.8888888888888888
802401032265408513,Lo bueno que tras la muerte de Fidel su rostro será inmortalizado en mercancía capitalista tal como sucedió con el Che.,0,3,0,0,0,0,0,NULL
213778349376536576,Madurar es dejar de creer que el profesor Jirafales sólo entraba a tomar una tacita de café #XD,1,1,2,1,0,1,0,2
965771102524989442,Estaba re emocionada 😂😂😂,0,3,0,0,0,0,0,NULL
965815260178460672,Necesito bajar 20 kilos o 10 pa ser normal auqnue sea,0,3,1,1,0,0,0,NULL
961893183335682048,"Mirarle y pensar 'Ese era mi amigo, como pudo cambiar tanto...""",0,6,0,0,0,0,0,NULL
238328710267293697,"""Despedí a Carmen Aristegui por presión de los Pinos"" Atte: Joaquín Vargas.

#NOOOOOMEEEEEDIIIGAAAASSSSSSS!!!",0,3,0,1,0,0,0,NULL
243773770324652033,"#TeRecuerdoQue el mañana es lo único que no tenemos seguro, así que disfruta el hoy como si fuera el último día.",0,3,0,0,0,0,0,NULL
750759976742768640,¿Que por qué no tengo tatuajes? ¿Acaso le pondrías una calcomanía a un Lamborghini?,1,1,2,2,0,0,0,1.5
789598238651346944,"Sí mira amiga, nos vale verga que sepas andar en patineta, ya sabemos la pobreza que compartes con tu novio el mariguanero piojoso ese.",0,4,0,0,0,0,0,NULL
965778174134116353,ahora tengo q subir de 16 grupos más pero ya me puse la pijama,0,4,0,0,0,0,0,NULL
973652119432679424,"—¿Y Thomas? —No, yo no tomo. —No, ¿Que si Thomas vino? —No me gusta el vino. —¡No! ¡¿Que si llegó Thomas?! —No, no tomaré ni aunque llegues.",1,2,6,2,3,0,1,2.0
776153764768153600,"Extraño a Ancelotti, con su ceja arqueada y masticando chicle, poniendo de titular a mi bebé James.",0,4,0,1,0,0,0,NULL
963328359865421824,"¿En que se parecen un ginecólogo y un camarero?
En que los dos trabajan donde los demas se divierten.
#Chistes #H...",1,0,0,2,1,2,0,3.0
920307479950569474,"""Oye we ¿entonces a qué berga vienes a la escuela?""

—Yo, cuando alguien no tiene los apuntes que necesito.",1,2,2,1,0,0,0,1.3333
942943697385160704,Todo es más emocionante cuando sé que te voy a ver.,0,4,0,0,0,0,0,NULL
795265763720445952,"Despiértense porquerías, si yo no voy a descansar en domingo... ustedes menos. 📢📢📢ARRIBA!",0,3,0,0,0,0,0,NULL
923916490973249537,"Llamar a tu ex llorando 

COSAS DE BORRACHOS",0,3,0,0,0,0,0,NULL
965947200382685186,Ya me empecé a sentir mal MILAGROS POR FAVOR,0,4,1,0,0,0,0,NULL
498210015787089920,4 etapas de la vida: 1- Creer en Santa Claus. 2- No creer en Santa Claus. 3- Ser Santa Claus. 4- Parecerse a Santa Claus,1,0,0,3,1,1,0,2.6
766059802887806976,"—Buenas tardes, vengo a que me haga un tatuaje.
—¿De qué?
—De tres tristes tigres tragando trigo.
—¿Dónde?
—En un trigal.",1,0,1,0,0,2,2,3.8
708505341361664000,"A mi no me mandes mensajitos de ""te extraño, a mi mándame ""sal, que estoy aquí"".",0,3,0,0,0,0,0,NULL
965909824948113408,.@KikoDeDiego @UDLasZocas feliz cumpleaños Míster!,0,3,0,0,0,0,0,NULL
934619477076877312,"—Mamá, me corté el dedo.
—Chúpatelo, hijo.
—No lo encuentro. 😭",1,0,1,1,2,1,0,2.6
383427598778634240,La realidad es dura pero se tiene que afrontar.,0,3,0,0,0,0,0,NULL
744215685237112833,Enamorado yo?... JAJAJJAJAJA que me haya comprado un blackberry porque me pidio mi pin no tiene nada que ver.,1,1,3,0,0,1,0,1.75
392355461430644736,-¡Policía! Dos chicas se están peleando por mí -¿Y cuál es el problema? -Es que va ganando la gorda!,1,0,7,2,11,2,2,2.5833333333333335
965808918395019264,"Jajajajajajaja xque todos me contestan ese motivo, tan obvio es todo (?😂😂😂😂",0,4,1,0,0,0,0,NULL
965675266881282048,"El amor crea tensiones, el sexo las relaja.@lunatica_hot #DALERT #sigueytesigo",0,3,0,0,0,0,0,NULL
98115432594157568,Teníamos una farmacia pero la cerramos porque no teníamos mas remedio. #fb,1,0,1,1,1,1,2,3.3333
965708003436613632,Miami ..refugio de los corruptos..,0,3,0,1,0,0,0,NULL
965707701459308545,House on Fire es una volada de wig que flipas. @ Alemania !!!!!!!,0,3,0,0,0,0,0,NULL
752973377296601092,"—Lo que pasa en Las Vegas, se queda en Las Vegas.
—Nunca hemos estado en Las Vegas.
—Esa es la actitud.",1,1,0,0,2,2,0,3.5
940881682646884353,"Lo bien disfrutado, jamás será olvidado.",0,3,0,0,0,0,0,NULL
828679203239321600,"""Para ser feliz, hay que tener mala memoria.""",0,3,0,0,0,0,0,NULL
115589802514059264,"#chiste ‎- ‎-¿Eres tartamudo?
No, no , no , no, pe, pen, pendejo. Hablo en remix #chistes RT.",1,0,3,7,7,1,0,2.3333333333333335
101336108650086400,Pasa una mujer y jaimito le dice: oye te dolio? -Que cosa? -Cuando te caiste del cielo! -Ay q lindo -Noo es q te quedo la cara vuelta mierd@,1,0,2,2,1,0,0,1.8
965722758989729792,Ayer no te hacía en mi vida y hoy me deshaces sonriendo.,0,3,0,0,0,0,0,NULL
965762151888642048,Error lo más peligroso de la costa es salir a correr y encontrar a @NAlejandraM  y su comitiva jaja,0,3,0,0,0,0,0,NULL
943081908384215040,¿Tu? ¿Gustarme? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ Tengo que disimular un poco mas.,1,1,2,1,1,0,0,1.75
925814087472304128,Rt con el pollo asado  #PremiosFenix,0,4,1,0,0,0,0,NULL
863957879187017728,"Estaba viendo Netflix tranquilamente, hasta que recordé todo lo que tengo por hacer, ahora estoy viendo Netflix estresadamente.",1,1,0,1,3,0,0,2.75
965660175788138496,C cayó q la verga la plataforma de amino :v,0,3,0,0,0,0,0,NULL
727599631912284160,"Atlético vs Real Madrid.

Guarden este comentario.",0,3,0,0,0,0,0,NULL
804132490407329792,El mazapán absorbe el alcohol? Sean serios es para una tarea.,0,3,0,0,0,0,0,NULL
270565851235774465,"Mi amor, si me dejas me mato... Me mato una vaca, un chancho, 10 gallinas, compro 3 cajas de cerveza y hago una fiesta!",1,1,1,1,1,0,1,2.75
965939990395064320,despertarse con estos sentimientos de felicidad y de tristeza porque ya se acerca el momento.,0,3,0,0,0,0,0,NULL
339437028137652225,"— ¡Mamá Mamá! ¿la luz se traga?.
— No ¿por qué?. 
— Es que mi Papá le está diciendo a la sirvienta ""apaga la luz y trágatela toda"".",1,0,2,1,1,1,0,2.2
965716677261393922,Cuando estoy gritando en mi mente mando mensajes de whatsapp en negrita.,0,4,1,0,0,0,0,NULL
846052901852209153,"La mujer de tu vida no la vas a encontrar un sábado a las 3 a.m, perreando en una discoteca.",0,3,0,0,0,0,0,NULL
688922359252824064,"Cada vez que estoy pasando por momentos difíciles me pregunto ""¿Qué haría Jesús en ésta situación?"" Después me acuesto y me duermo tres días",1,0,1,0,4,0,0,2.6
119777689547714560,"el pecado que cometió lamujer en el paraíso debio pagar con sangre, Dios fue bondadoso y le permitió que le pagaran en cómodas cuotas pormes",1,1,3,1,0,0,0,1.25
963449174351138819,"- El otro día ví a tu suegra y .....
- ¡Alto ahí! se dice ""madre política""
- Pero si la política es una mierda.
-...",1,1,3,1,0,0,0,1.25
114100541059121152,"#Chiste Te amo
- ¿En serio? Que casualidad!
- ¿Por qué? -Porque Yo También Me Amo ♡  #chistes RT.",1,0,2,2,0,1,0,2
960989786428379138,"Escuchar reggaetón 

ES DE POBRES",0,3,0,0,0,0,0,NULL
965853361244426240,Que pena que cuando me vengas a buscar ya no esté 🤷🏼‍♂️,0,3,0,0,0,0,0,NULL
41146791361519616,"Si yo fuera presidente haria pintar la casa de gobierno de celeste , porque soy varon  #chistes #humor",1,1,2,2,0,0,0,1.5
141263235566403585,"Hijo, Eres Gay?
- No Papá, Yo Soy Una Princesa! #XD #JAJAJA #RT",1,1,2,1,1,0,0,1.75
849419280634576898,"Yo voy por la vida intentando no lastimar a nadie con mis acciones, mientras que las personas conmigo hasta pareciera que lo hacen con ganas",0,3,0,0,0,0,0,NULL
730789158600445952,"Ésta cuenta tiene altos estándares de calidad, si algún tuit no es de su agrado, inmediatamente nos robamos otro.",1,2,1,2,0,0,0,1.6667
367844325893222400,Dos carpinteros entablando una conversación...,1,1,0,0,3,1,0,3.25
229715735038001152,"¿Tenés un mapa? -DE QUÉ? -De tus ojos, porque si no me pierdo en tu mirada - AYYY EN SERIO? -Naa era mentira, físico-político de América #XD",1,1,3,1,0,0,0,1.25
798203063114862592,"—¡A UNA MUJER JAMÁS SE LE LEVANTA LA MANO!
—Pero maestra, dijo que si teníamos dudas levantáram...
—MALDITO CERDO OPRESOR ¡VIVA LA PANOCHA!",1,0,2,3,0,0,0,1.6
965738798003998732,Mirar a mi mami y decir lo logramos.,0,3,0,0,0,0,0,NULL
951075141349502981,Veo rubios por todo Santiago,0,3,0,0,0,0,0,NULL
944981124534755333,Típico: Que en tu casa haya una bolsa con más bolsas dentro de ella.,0,3,0,0,0,0,0,NULL
953055956576776192,"11 pm: Jóvenes, una cervecita cortesía de la casa, provecho.

3 am: Ya vamos a cerrar jóvenes, a chingar a su madre, por favor.",0,3,1,1,0,0,0,NULL
766265434232455168,"Si una mujer te dice: ""Dime la verdad"" huye sin mirar atrás, porque ya sabe la sabe.",0,3,0,0,0,0,0,NULL
456226758463725569,"—¡¡HIJO TE COMPRE BOLETOS PARA LA PELÍCULA DEL CAPITÁN MARICA!! 

—JAJAJAJÁ es “Capitán América”, abuelo.",1,0,4,0,1,0,0,1.4
466027626516447233,"""Dejen de inventar frases que yo no dije, putos."" —Bob Marley.",1,0,1,2,1,0,1,2.6
389763049470828544,"Yo soy Jairo,  y me banqué la dentadura #Correctivo",0,3,0,0,0,0,0,NULL
433610452782686208,"No se que dura menos, si la bateria de mi celular o yo estudiando.",1,1,2,1,1,0,0,1.75
961004263248982016,"La gente no cambia, se comporta bien cuando quiere conseguir algo.",0,4,0,0,0,0,0,NULL
965685861718413312,Ojalá no se les cante hacer nada a estos pendejos mientras me voy a entrenar  #BestSoloBreakout #LouisTomlinson #iHeartAwards,0,3,0,0,0,0,0,NULL
120280890151665664,"Que te caigo mal? bueno, saca turno, toma asiento y espera a que me importe #XD",0,6,3,1,1,0,0,NULL
965719541962674176,"Lo bueno de tomar pastillas para dormir, es que no sientes los temblores!!",0,3,0,0,0,0,0,NULL
955200087205994496,"No puedes cambiar el pasado, pero con la actitud correcta, podrás recuperar en el futuro más de lo que perdiste en el pasado.",0,3,0,0,0,0,0,NULL
292442084143681536,Estar despierto toda la noche…lamentarlo toda la mañana…y volver hacerlo de nuevo el próximo día xD,0,3,0,1,1,0,0,NULL
965725837604605952,En cualquier momento lo bloqueo 💆🏻‍♀️🙅🏻‍♀️,0,4,0,0,0,0,0,NULL
86609176914182145,"Doctor, ¿cuanto me queda de vida? - Diez... - Diez qué? - Diez, nueve, ocho, siete... #humortico",1,1,0,1,2,0,1,3.25
704463277460430849,"¿Cupido qué onda? 

¿Te hiciste un jugo con mi media naranja?",1,0,2,0,2,1,0,2.4
610037733868875777,"La vida es así, un día perdemos, al otro dejamos escapar la victoria en el último minuto.",0,3,0,0,0,0,0,NULL
302583354295984128,1er acto Muere 1 espermatozoide 2do acto Mueren 100 espermatozoides 3er acto Mueren 1000 espermatozoides¿Como se llama la obra?El Sementerio,1,0,3,1,0,0,1,2.0
965861686925172736,"Güey tengo un nombre bien chido, aprende a pronunciarlo a la verga",0,4,1,0,0,0,0,NULL
732607872102604800,No pidas a Dios que haga lo que tu quieres. Pídele que haga lo que sea correcto. -Max Lucado #Retuitealo,0,3,0,0,0,0,0,NULL
849065030956052482,"—Tengo el nombre más corto del mundo, me llamo O.
—El mío es más corto, me llamo Casio.
—Yo les gano, me llamo Nicasio.",1,0,1,1,3,0,0,2.4
793151176384585728,"No eres tú, soy yo, abre por favor...",0,3,1,0,0,0,1,NULL
945770485849128966,"—Mamá, ¿has visto la marihuana que tenía en mi cuarto? —No hijo, estoy en la cocina espantando unicornios para que no se paren en la comida.",1,1,0,2,2,0,0,2.5
861751587856953344,"—Mijo, ¿tan grande y todavía sigues viendo a Peppa la cerda?

—¡MAMÁ ESTOY HABLANDO CON MI NOVIA POR SKYPE!

—JAJA DILE QUE SALTE EN EL LODO",1,0,4,0,0,0,1,1.8
960122061803999232,"La frase ""No eres tu, soy yo"" viene del latín ""Me Gusta Alguien Más""",1,1,1,5,2,0,0,2.125
720424248787996672,"— ¿Aquí es la reunión para personas impuntuales? — Ops, fue ayer.",1,0,2,0,1,2,0,2.6
965769638708641792,leí esto y me dejo maquineando la cabeza x1000 horas maso,0,3,0,0,0,0,0,NULL
941942659018616832,Pasa cupido y me dice: OLEEEEEEEE,1,0,2,2,1,0,0,1.8
324277650690543616,De las personas falsas yo solo quiero una cosa: ¡Distancia!,0,3,0,0,0,0,0,NULL
414736090390482945,"Si mi celular fuera tan inteligente como dicen, pondría un mini-paracaídas antes de caerse al suelo.",1,1,2,5,1,3,0,2.4545454545454546
798411091764191233,Send nudes para saber si llegaste bien a tu casa.,1,2,1,2,0,0,0,1.6667
813256589532479489,"Si tu ex ya anda con otro y todavía putea contigo seguramente hacía lo mismo cuando estaban juntos, la putería a veces da y a veces quita.",0,3,0,0,0,0,0,NULL
965752362378977280,Que pasa con el wifi y el cable @TeleCentroAr desde el viernes estamos con problemas.,0,3,0,0,0,0,0,NULL
886966126235799552,"Que hermosos son esos 5 segundos en los que te levantas y no sabes ni quién eres, ni cómo te llamas, ni cuáles son tus problemas.",0,3,0,0,0,0,0,NULL
965739108403417089,Me hablo el pibe q transpiraba como un hdp en la playa el otro dia porq le pedia q ni se me acerque  y me dice nunca me cuide tanto para no👉,0,3,0,0,0,0,0,NULL
965759656265175041,"Samuel me puso ""te extraño""marcar como mensaje destacado⭐",0,3,0,0,0,0,0,NULL
965826563819352064,"Soy muy caluroso, casi que sufro de calor muchas veces pero AMO el verano. Soy el masoquismo en su más puro estado",0,3,0,0,0,0,0,NULL
650872582921682944,Ir al telo es muy de que vivís con tus viejos o sos casado y papá de 76.,0,3,0,1,0,1,0,NULL
944237854808408064,"Fui a McDonalds y el cajero me preguntó ""¿Le pongo salsa?"", dije que sí y nos pusimos a bailar mientras la gente aplaudía. Fue precioso.",1,0,1,3,0,1,0,2.2
941836223022219264,"""Amiga"" —¿Qué te pasa? —Nada —Ok ""Mejor Amiga"" —¿Qué te pasa? —Nada —¿Qué te pasa pendeja, te conozco más que nadie y sé que tienes algo.",0,3,1,0,1,0,0,NULL
923944134955560960,"Ni nacimos para estar solos, ni nacimos para estar con cualquiera.",0,3,0,0,0,0,0,NULL
945957319606784005,"Esposo: Tengo algo que decirte. Esposa:  ¡Yo también, digámoslo a la cuenta de 3... 1, 2 y 3! - ESTOY EMBARAZADA! - SOY ESTERIL!",1,0,4,1,0,0,0,1.2
965763234044268544,Te verías mejor conmigo en tu foto de perfil. 😉,0,3,0,0,0,0,0,NULL
686940122965737472,"Sos tan linda.
Ni parece 
que en cualquier
momento 
me vas a 
cagar la 
VIDA.",0,4,0,1,0,0,0,NULL
965933203998625793,Mi Espalda Me Quiere Matarrrrrrr😭😭,0,3,0,0,0,0,0,NULL
399334601794936832,"No es por presumir, pero soy buenísimo en la cama... ¡Puedo durar horas y horas durmiendo!",1,0,1,4,7,0,0,2.5
611527869752299520,Algún día les voy a contar del Boludo que desayuna café con empanadas. Ahora no porque me cago encima. Me cayó mal el café con empanadas.,1,0,3,1,1,0,0,1.6
965774395057823744,"No entiendo qué les cuesta a las personas escribir como se debe, ¿es que se les queman medias neuronas por hacerlo?",0,3,0,0,0,0,0,NULL
733306267884789761,"El te negro ayuda a bajar de peso, 
el te de limón cura la gripe y 
el ""te vas a la mierda"", alivia el estrés.",1,0,3,1,1,0,0,1.6
965847845722042368,Le voy a terminar comiendo todos los bombones a mami jajaja,0,4,0,0,1,0,0,NULL
222212701949145089,"El 99% de las personas q abren Twitter, lo dejan por un tiempo porque no le entienden, después regresan y se vuelven adictos. RT si te pasó.",0,3,0,0,0,0,0,NULL
725311059406426113,-Mamá - ¿Qué? - ¡Te quiero mucho! -¡No tengo dinero!.,1,0,3,1,0,1,0,1.8
965679461206253574,ya no quiero sufrir mas,0,3,0,0,0,0,0,NULL
965815314700095488,Es mejor callar y que piensen que eres un idiota a hablar y demostrarlo.,0,4,0,0,0,1,0,NULL
754224472220176385,JAJAJAJAJA SE VOLVIÓ A ESCAPAR EL CHAPO JAJAJAAJ,0,3,0,0,0,0,0,NULL
291753280432914432,Mas contenta que suegra estudiando brujería! xD,1,1,1,3,0,0,0,1.75
965937519928934400,@Nosotros_ok hagan callar a esa ignorante Deja de ser personaje para hacerlos quedar mal!,0,4,0,0,0,0,0,NULL
385848098422935553,Nada es tan estúpido como vencer. La verdadera gloria está en convencer. Victor Hugo #Retuitealo,0,3,0,0,0,0,0,NULL
261590100851445762,"¡Tengo que estudiar!, debo estudiar, debo estutir, debo stutwi, debo eswitear, debo stwitear, debo twitear... Sí ¡Debo twittear!",1,1,1,2,0,1,0,2.25
481270648191209472,"—Uy ¿Quién pidió pollo?
—Señor, deje de hacerse el pendejo y pagueme el domicilio!",1,1,4,0,0,0,0,1
965958336251297792,"No se si estamos como deberiamos de estar, pero todavía no estamos como queremos.",0,4,0,0,0,0,0,NULL
938892123809521664,Me voy acercando al que quería ser y no al qué querían que fuera. Y de eso se trata todo.,0,3,0,0,0,0,0,NULL
965833979369869312,Que rápido se ha pasado el tiempo.⏳,0,3,0,0,0,0,0,NULL
965813620193091584,Has Has Has Has Has Has Has Has Has,0,4,0,0,0,0,0,NULL
965890946385801217,siempre hay un sótano más en mi grado de responsabilidad,0,4,1,0,0,0,0,NULL
965672842577809413,"Que bien que la hicimos con ca ayer , cerrabamos el ogt y ignorabamos",0,3,0,0,0,0,0,NULL
965714248730112000,Mira si tan solo con la versión de amar pelos dois ya he muerto wiggggggg,0,3,0,0,0,0,0,NULL
940589676192239616,"LIKE si tienes frío en las 🚔 🚔

JAJAJAJAJA",0,4,1,0,0,0,0,NULL
965713820932034565,Bue taan poco me aguantan 🙄,0,4,0,0,0,0,0,NULL
965906347878486016,Muerte a las calienta huevos y a las clases de 6:30 de la mañana,0,4,1,0,0,0,0,NULL
965812378695847936,La vida da tantas vueltas,0,3,0,0,0,0,0,NULL
965819529980010496,Cuando será el día que cumpla mi promesa de dormir temprano.,0,4,0,0,1,0,0,NULL
751825833417846784,"Oye, ¿A ti te resulta difícil tomar decisiones? -Mmmm, sí y no.",1,1,3,6,3,1,1,2.357142857142857
679307728548941824,"—Puta.
—¡¿QUEEÉ DIJISTE?!
—Puta sorda.",1,2,0,1,2,0,0,2.6667
883209877103017985,"No sé a qué le tengo más miedo; si a volver a verte, o a no verte de nuevo.",0,3,0,1,0,0,0,NULL
965674528704794624,Mi sobrino es un meme gracias a Leslie LKM,0,3,0,0,0,0,0,NULL
846418323877380098,la gente perdida se deberian tatuar brujulas guau,1,2,1,2,0,0,0,1.6667
796682682239488000,"Jesús te ama, tu ex no.",1,1,0,1,3,0,0,2.75
965701238003290112,Tengo que quererlo mucho como para venir a este colegio de mierda,0,3,0,0,0,0,0,NULL
738494209842352129,"Por los que peleamos con alguien, solo porque nos divierte como se enoja.. :)",0,3,1,1,0,0,0,NULL
307544421505851392,"Dios inventó las letras, el diablo los números, #YDijoElKarma vamos a combinarlos y así fue como nació el Algebra.",1,1,3,1,0,0,0,1.25
708459876633038848,gente q dice que no tienen muchos amigos en fb y salen asi خون دمار از روزگارمان درآورد,0,3,0,0,0,0,0,NULL
293185007529381888,"*en el mundo espiritual,quien busca lo q no entiende,encuentra lo q no quiere*#GretchenCuotes",0,3,0,0,0,0,0,NULL
929576211646435329,Pos donde están #CombateMx,0,4,0,0,0,0,0,NULL
965844783867551744,Lastima que no me ves,0,4,0,0,0,0,0,NULL
796163925481918464,Acá en Chihuahua ya se alcanza a ver medio muro,0,4,0,0,0,0,0,NULL
965720108185374721,"El primer beso es mágico, el segundo íntimo, el tercero rutina",0,4,0,0,0,0,0,NULL
762330612107776000,Extrañaba el follow paja.,0,3,0,0,0,0,0,NULL
908738942060523520,¡Maldita distancia! ¿Por qué el enchufe del cargador está tan lejos de mi cama? :(,1,3,2,0,3,0,0,2.2
292365481204129795,"Vamos a ver si Las SANSE...terminan SIN incidentes violentos o bochornosos,ect... VAMOS A COLABORAR!!!",0,3,0,0,0,0,0,NULL
956097740429320192,"—Hijo, Feliz navidad —Mamá, sabes que no me gusta la navidad —Ah, ¿Entonces qué hago con este iPhone 5s? —Belén, campanas de belén.",1,0,8,4,1,1,0,1.6428571428571428
151787031503192064,"Danos hoy el tweet de cada día
Perdona nuestros Unfollows",1,2,3,0,0,0,0,1
965727754405720064,@Aitana_ot2017 yo para seguir viviendo necesito saber si eres de tortilla con cebolla o sin!!!,0,4,0,0,0,0,0,NULL
97135460891107328,-Ayer hice el amor con 3 americanas! -Si? vaya... y que tal? -Me las tuve que quitar... un calor... #fb,1,1,0,1,2,1,0,3.0
965740756735594496,"Eres una droga natural, de tu dosis yo quiero probar...🎶",0,3,0,0,0,0,0,NULL
950454798591119360,A veces me pregunto si @APOLONIAPORN se masturba pensando en ella misma.?,0,3,0,0,0,0,0,NULL
944271118466273280,?*•~•-?(EL Divo00 d3 Tw1tTeR!)??dArT3 uN BezO dE* ?D3zAYuNo pA iRnOs vOLaNdo ?asTah n3ptUn0?-•~•*?Ha iniciado sesión,0,3,1,0,0,1,0,NULL
965762302896058368,"PÉSIMO SERVICIO EL DE USTEDES @Aeromexico 👎
#AEROMÉXICOTIENEPÉSIMOSERVICIO",0,4,0,0,0,0,0,NULL
965803469968986118,Es inútil explicar cuando el otro decidió no entender.,0,3,0,0,0,0,0,NULL
